num|url|title|category|data
2225|site.ru/здоровье-116|Здоровье|Здоровье|Купил таблетки от давления
2226|site.ru/здоровье-117|Здоровье|Здоровье|Взял витамины группы B
2227|site.ru/здоровье-118|Здоровье|Здоровье|Зашёл в аптеку за спреем от горла
2228|site.ru/здоровье-119|Здоровье|Здоровье|Купил жаропонижающее для поездки
2229|site.ru/здоровье-120|Здоровье|Здоровье|Взял лекарство для желудка
2230|site.ru/здоровье-121|Здоровье|Здоровье|Купил крем от боли в суставах
2231|site.ru/здоровье-122|Здоровье|Здоровье|Зашёл за антигриппином
2232|site.ru/здоровье-123|Здоровье|Здоровье|Купил сорбент после отравления
2233|site.ru/здоровье-124|Здоровье|Здоровье|Взял капли от ушей
2234|site.ru/здоровье-125|Здоровье|Здоровье|Купил пробники витаминов
2235|site.ru/здоровье-126|Здоровье|Здоровье|Зашёл за шприцами и физраствором
2236|site.ru/здоровье-127|Здоровье|Здоровье|Купил средство для профилактики ОРВИ
2237|site.ru/здоровье-128|Здоровье|Здоровье|Взял мазь от мозолей
2238|site.ru/здоровье-129|Здоровье|Здоровье|Купил рот. таблетки для горла
2239|site.ru/здоровье-130|Здоровье|Здоровье|Зашёл за ополаскивателем для рта
2240|site.ru/образование_ex-1|Образование|Образование|Купил онлайн-курс по мобильной разработке
2241|site.ru/образование_ex-2|Образование|Образование|Записался на курс по блокчейну
2242|site.ru/образование_ex-3|Образование|Образование|Оплатил обучение по профессии HR
2243|site.ru/образование_ex-4|Образование|Образование|Взял курс по автоматизации тестирования
2244|site.ru/образование_ex-5|Образование|Образование|Купил доступ к курсу по UX/UI дизайну
2245|site.ru/образование_ex-6|Образование|Образование|Оплатил обучение по созданию подкастов
2246|site.ru/образование_ex-7|Образование|Образование|Взял курс по контент-маркетингу
2247|site.ru/образование_ex-8|Образование|Образование|Купил онлайн-курс по Photoshop
2248|site.ru/образование_ex-9|Образование|Образование|Записался на курс по работе в Excel Advanced
2249|site.ru/образование_ex-10|Образование|Образование|Оплатил обучение по продакт-менеджменту
2250|site.ru/образование_ex-11|Образование|Образование|Взял курс по торговле на Binance
2251|site.ru/образование_ex-12|Образование|Образование|Купил учебный курс по Python для Data Science
2252|site.ru/образование_ex-13|Образование|Образование|Записался на занятия по актёрскому мастерству
2253|site.ru/образование_ex-14|Образование|Образование|Оплатил курс по сторителлингу
2254|site.ru/образование_ex-15|Образование|Образование|Взял обучение по ведению переговоров
2255|site.ru/образование_ex-16|Образование|Образование|Купил книгу по саморазвитию от автора
2256|site.ru/образование_ex-17|Образование|Образование|Записался на курс английского Advanced
2257|site.ru/образование_ex-18|Образование|Образование|Оплатил профессиональный вебинар
2258|site.ru/образование_ex-19|Образование|Образование|Взял курс по созданию мобильных игр
2259|site.ru/образование_ex-20|Образование|Образование|Купил мастер-класс от известного фотографа
2260|site.ru/образование_ex-21|Образование|Образование|Записался на онлайн-воркшоп по дизайну
2261|site.ru/образование_ex-22|Образование|Образование|Оплатил курс по корейскому языку
2262|site.ru/образование_ex-23|Образование|Образование|Взял обучение по флористике
2263|site.ru/образование_ex-24|Образование|Образование|Купил курс по профессиональной кулинарии
2264|site.ru/образование_ex-25|Образование|Образование|Записался на уроки по тайм-менеджменту
2265|site.ru/образование_ex-26|Образование|Образование|Оплатил курс по психологии лидерства
2266|site.ru/образование_ex-27|Образование|Образование|Взял курс по ведению бухгалтерии онлайн
2267|site.ru/образование_ex-28|Образование|Образование|Купил обучающий курс по Adobe Illustrator
2268|site.ru/образование_ex-29|Образование|Образование|Записался на интенсив по стартапам
2269|site.ru/образование_ex-30|Образование|Образование|Оплатил курс по изучению арабского языка
2270|site.ru/образование_ex-31|Образование|Образование|Купил тетради для ребёнка к началу учёбы
2271|site.ru/образование_ex-32|Образование|Образование|Взял набор ручек и карандашей для школы
2272|site.ru/образование_ex-33|Образование|Образование|Купил рюкзак школьный с канцтоварами
2273|site.ru/образование_ex-34|Образование|Образование|Оплатил факультативный курс в школе
2274|site.ru/образование_ex-35|Образование|Образование|Взял дополнительные материалы к курсу
2275|site.ru/образование_ex-36|Образование|Образование|Купил сборник упражнений по английскому
2276|site.ru/образование_ex-37|Образование|Образование|Записался на подготовительные курсы
2277|site.ru/образование_ex-38|Образование|Образование|Оплатил онлайн-школу для ребёнка
2278|site.ru/образование_ex-39|Образование|Образование|Взял учебник по физике для углублённой программы
2279|site.ru/образование_ex-40|Образование|Образование|Купил словарь английско-русский большой
2280|site.ru/образование_ex-41|Образование|Образование|Записался на профессиональную переподготовку
2281|site.ru/образование_ex-42|Образование|Образование|Оплатил дистанционный курс для аттестации
2282|site.ru/образование_ex-43|Образование|Образование|Взял обучение вязанию крючком онлайн
2283|site.ru/образование_ex-44|Образование|Образование|Купил курс по пошиву одежды
2284|site.ru/образование_ex-45|Образование|Образование|Оплатил учебный семинар на работе
2285|site.ru/образование_ex-46|Образование|Образование|Взял книгу по тайм-менеджменту и продуктивности
2286|site.ru/образование_ex-47|Образование|Образование|Купил учебник программирования на Java
2287|site.ru/образование_ex-48|Образование|Образование|Записался на воркшоп по написанию текстов
2288|site.ru/образование_ex-49|Образование|Образование|Оплатил курс по работе с CRM
2289|site.ru/образование_ex-50|Образование|Образование|Взял обучение по Google Ads
2290|site.ru/образование_ex-51|Образование|Образование|Купил набор для изучения электроники
2291|site.ru/образование_ex-52|Образование|Образование|Записался на стажировку с обучением
2292|site.ru/образование_ex-53|Образование|Образование|Оплатил дорогой но крутой онлайн-курс
2293|site.ru/образование_ex-54|Образование|Образование|Взял самоучитель по испанскому языку
2294|site.ru/образование_ex-55|Образование|Образование|Купил набор для обучения программированию детей
2295|site.ru/образование_ex-56|Образование|Образование|Записался на обучение по работе с базами данных
2296|site.ru/образование_ex-57|Образование|Образование|Оплатил курс по созданию YouTube-канала
2297|site.ru/образование_ex-58|Образование|Образование|Взял книгу про бизнес-моделирование
2298|site.ru/образование_ex-59|Образование|Образование|Купил курс по основам SEO
2299|site.ru/образование_ex-60|Образование|Образование|Оплатил онлайн-программу по тайному знанию
2300|site.ru/образование_ex-61|Образование|Образование|Взял курс про инвестиции в акции
2301|site.ru/образование_ex-62|Образование|Образование|Купил учебник по квантовой физике для интереса
2302|site.ru/образование_ex-63|Образование|Образование|Записался на дополнительный курс для работы
2303|site.ru/образование_ex-64|Образование|Образование|Оплатил кружок английского для ребёнка
2304|site.ru/образование_ex-65|Образование|Образование|Взял курс по стратегическому планированию
2305|site.ru/образование_ex-66|Образование|Образование|Купил учебник по написанию резюме и карьере
2306|site.ru/образование_ex-67|Образование|Образование|Записался на курс по ораторству и харизме
2307|site.ru/образование_ex-68|Образование|Образование|Оплатил курс по личностному росту
2308|site.ru/образование_ex-69|Образование|Образование|Взял книги по философии для саморазвития
2309|site.ru/образование_ex-70|Образование|Образование|Купил курс по управлению личными финансами
2310|site.ru/образование_ex-71|Образование|Образование|Оплатил стажировку онлайн с сертификатом
2311|site.ru/образование_ex-72|Образование|Образование|Взял обучение по профессии дизайнера
2312|site.ru/образование_ex-73|Образование|Образование|Купил сборник задач и кейсов для MBA
2313|site.ru/образование_ex-74|Образование|Образование|Записался на тренинг по развитию памяти
2314|site.ru/образование_ex-75|Образование|Образование|Оплатил профкурс на платформе
2315|site.ru/образование_ex-76|Образование|Образование|Взял книги по истории для ребёнка
2316|site.ru/образование_ex-77|Образование|Образование|Купил курс по клиентскому сервису
2317|site.ru/образование_ex-78|Образование|Образование|Записался на онлайн-обучение с преподавателем
2318|site.ru/образование_ex-79|Образование|Образование|Оплатил кружок химии для ребёнка
2319|site.ru/образование_ex-80|Образование|Образование|Взял учебный курс по юриспруденции
2320|site.ru/образование_ex-81|Образование|Образование|Купил обучение на нотариуса
2321|site.ru/образование_ex-82|Образование|Образование|Записался на интенсив по английскому за рубежом
2322|site.ru/образование_ex-83|Образование|Образование|Оплатил дистанционное обучение в колледже
2323|site.ru/образование_ex-84|Образование|Образование|Взял электронные книги для учёбы
2324|site.ru/образование_ex-85|Образование|Образование|Купил курс по быстрому чтению
2325|site.ru/образование_ex-86|Образование|Образование|Записался на обучение тай-чи
2326|site.ru/образование_ex-87|Образование|Образование|Оплатил курс по арт-терапии
2327|site.ru/образование_ex-88|Образование|Образование|Взял учебник по инженерной математике
2328|site.ru/образование_ex-89|Образование|Образование|Купил онлайн-курс по оценке недвижимости
2329|site.ru/образование_ex-90|Образование|Образование|Записался на занятия по верстке в InDesign
2330|site.ru/образование_ex-91|Образование|Образование|Оплатил профессиональный тренинг в офисе
2331|site.ru/образование_ex-92|Образование|Образование|Взял книги по педагогике
2332|site.ru/образование_ex-93|Образование|Образование|Купил обучающий видеокурс на диске
2333|site.ru/образование_ex-94|Образование|Образование|Записался на курс по работе со стрессом
2334|site.ru/образование_ex-95|Образование|Образование|Оплатил обучение медитации TM
2335|site.ru/образование_ex-96|Образование|Образование|Взял книгу по нейромаркетингу
2336|site.ru/образование_ex-97|Образование|Образование|Купил курс по анализу данных в R
2337|site.ru/образование_ex-98|Образование|Образование|Записался на обучение по методу Сократа
2338|site.ru/образование_ex-99|Образование|Образование|Оплатил курс системного мышления
2339|site.ru/образование_ex-100|Образование|Образование|Взял учебник по сопромату
2340|site.ru/образование_ex-101|Образование|Образование|Купил учебные пособия к семинару
2341|site.ru/развлечения_ex-1|Развлечения|Развлечения|Сходили в кино на мультик
2342|site.ru/развлечения_ex-2|Развлечения|Развлечения|Взял билеты на новогоднее шоу
2343|site.ru/развлечения_ex-3|Развлечения|Развлечения|Купил абонемент в кино
2344|site.ru/развлечения_ex-4|Развлечения|Развлечения|Оплатил подписку на аниме-сервис Crunchyroll
2345|site.ru/развлечения_ex-5|Развлечения|Развлечения|Взял билеты на спектакль для детей
2346|site.ru/развлечения_ex-6|Развлечения|Развлечения|Купил Xbox Game Pass Ultimate
2347|site.ru/развлечения_ex-7|Развлечения|Развлечения|Оплатил подписку EA Play
2348|site.ru/развлечения_ex-8|Развлечения|Развлечения|Взял скинпак в любимой игре
2349|site.ru/развлечения_ex-9|Развлечения|Развлечения|Купил карточки для настольной игры
2350|site.ru/развлечения_ex-10|Развлечения|Развлечения|Сходили на выставку интерактивного искусства
2351|site.ru/развлечения_ex-11|Развлечения|Развлечения|Взял прокат самоката для прогулки
2352|site.ru/развлечения_ex-12|Развлечения|Развлечения|Купил билет на дарк-рум в клубе
2353|site.ru/развлечения_ex-13|Развлечения|Развлечения|Оплатил аренду яхты на вечер
2354|site.ru/развлечения_ex-14|Развлечения|Развлечения|Взял мастер-класс по барабанам
2355|site.ru/развлечения_ex-15|Развлечения|Развлечения|Купил абонемент в библиотеку
2356|site.ru/развлечения_ex-16|Развлечения|Развлечения|Сходили на фестиваль еды и музыки
2357|site.ru/развлечения_ex-17|Развлечения|Развлечения|Взяли аренду домика для пикника
2358|site.ru/развлечения_ex-18|Развлечения|Развлечения|Купил комплект для рыбалки
2359|site.ru/развлечения_ex-19|Развлечения|Развлечения|Оплатил экскурсию на завод
2360|site.ru/развлечения_ex-20|Развлечения|Развлечения|Взял прокат лодки на озере
2361|site.ru/развлечения_ex-21|Развлечения|Развлечения|Купил билет на ночную прогулку по городу
2362|site.ru/развлечения_ex-22|Развлечения|Развлечения|Оплатил аренду мангала с местом
2363|site.ru/развлечения_ex-23|Развлечения|Развлечения|Взял велосипедный тур по городу
2364|site.ru/развлечения_ex-24|Развлечения|Развлечения|Купил входной билет в ботанический сад
2365|site.ru/развлечения_ex-25|Развлечения|Развлечения|Сходили на шоу фокусников
2366|site.ru/развлечения_ex-26|Развлечения|Развлечения|Взял абонемент на электросамокат
2367|site.ru/развлечения_ex-27|Развлечения|Развлечения|Купил игровой контент для детей
2368|site.ru/развлечения_ex-28|Развлечения|Развлечения|Оплатил квест онлайн формата
2369|site.ru/развлечения_ex-29|Развлечения|Развлечения|Взял комикс-серию для хобби
2370|site.ru/развлечения_ex-30|Развлечения|Развлечения|Купил набор для рукоделия
2371|site.ru/развлечения_ex-31|Развлечения|Развлечения|Сходили на прогулку на лошадях
2372|site.ru/развлечения_ex-32|Развлечения|Развлечения|Взяли экскурсию на горнолыжный курорт
2373|site.ru/развлечения_ex-33|Развлечения|Развлечения|Купил услуги фотографа для вечеринки
2374|site.ru/развлечения_ex-34|Развлечения|Развлечения|Оплатил аренду зала для вечеринки
2375|site.ru/развлечения_ex-35|Развлечения|Развлечения|Взял входной на рок-фестиваль
2376|site.ru/развлечения_ex-36|Развлечения|Развлечения|Купил плавательный абонемент
2377|site.ru/развлечения_ex-37|Развлечения|Развлечения|Оплатил комедийный квест
2378|site.ru/развлечения_ex-38|Развлечения|Развлечения|Взял билеты на шоу иллюзиониста
2379|site.ru/развлечения_ex-39|Развлечения|Развлечения|Купил роман для чтения в отпуске
2380|site.ru/развлечения_ex-40|Развлечения|Развлечения|Сходили в интерактивный музей
2381|site.ru/развлечения_ex-41|Развлечения|Развлечения|Взяли прокат лодки на реке
2382|site.ru/развлечения_ex-42|Развлечения|Развлечения|Купил абонемент в ночной клуб
2383|site.ru/развлечения_ex-43|Развлечения|Развлечения|Оплатил аренду загородного дома на выходные
2384|site.ru/развлечения_ex-44|Развлечения|Развлечения|Взял экскурсию в исторический музей
2385|site.ru/развлечения_ex-45|Развлечения|Развлечения|Купил пропуск на киберспортивный турнир
2386|site.ru/развлечения_ex-46|Развлечения|Развлечения|Оплатил онлайн-турнир по покеру
2387|site.ru/развлечения_ex-47|Развлечения|Развлечения|Взял набор для крафтового хобби
2388|site.ru/развлечения_ex-48|Развлечения|Развлечения|Купил билеты на фестиваль кино
2389|site.ru/развлечения_ex-49|Развлечения|Развлечения|Сходили на выставку ретро-автомобилей
2390|site.ru/развлечения_ex-50|Развлечения|Развлечения|Взяли прокат снаряжения для кемпинга
2391|site.ru/развлечения_ex-51|Развлечения|Развлечения|Купил абонемент на мастер-классы
2392|site.ru/развлечения_ex-52|Развлечения|Развлечения|Оплатил трамплин в развлекательном парке
2393|site.ru/развлечения_ex-53|Развлечения|Развлечения|Взял билет на чемпионат по KVN
2394|site.ru/развлечения_ex-54|Развлечения|Развлечения|Купил настольную игру стратегию
2395|site.ru/развлечения_ex-55|Развлечения|Развлечения|Сходили в детский развлекательный лабиринт
2396|site.ru/развлечения_ex-56|Развлечения|Развлечения|Взял прокат аквабайка на море
2397|site.ru/развлечения_ex-57|Развлечения|Развлечения|Купил подписку на журнал о путешествиях
2398|site.ru/развлечения_ex-58|Развлечения|Развлечения|Оплатил аренду катамарана
2399|site.ru/развлечения_ex-59|Развлечения|Развлечения|Взял скидочный абонемент в кино
2400|site.ru/развлечения_ex-60|Развлечения|Развлечения|Купил дополнение к настольной игре
2401|site.ru/развлечения_ex-61|Развлечения|Развлечения|Сходили на хоккейный матч
2402|site.ru/развлечения_ex-62|Развлечения|Развлечения|Взяли трибунные места на футбол
2403|site.ru/развлечения_ex-63|Развлечения|Развлечения|Купил пропуск на бизнес-игру
2404|site.ru/развлечения_ex-64|Развлечения|Развлечения|Оплатил гольф на один день
2405|site.ru/развлечения_ex-65|Развлечения|Развлечения|Взял прокат теннисного корта
2406|site.ru/развлечения_ex-66|Развлечения|Развлечения|Купил стикеры и мерч любимого блогера
2407|site.ru/развлечения_ex-67|Развлечения|Развлечения|Сходили на благотворительный концерт
2408|site.ru/развлечения_ex-68|Развлечения|Развлечения|Взяли кальян-вечер в лаундже
2409|site.ru/развлечения_ex-69|Развлечения|Развлечения|Купил абонемент в стрип-клуб-шоу
2410|site.ru/развлечения_ex-70|Развлечения|Развлечения|Оплатил экскурсию на природу
2411|site.ru/развлечения_ex-71|Развлечения|Развлечения|Взял билеты на кубок по фигурному катанию
2412|site.ru/развлечения_ex-72|Развлечения|Развлечения|Купил сертификат в развлекательный центр
2413|site.ru/развлечения_ex-73|Развлечения|Развлечения|Сходили на ТВ-шоу живой записи
2414|site.ru/развлечения_ex-74|Развлечения|Развлечения|Взял экскурсию в планетарий
2415|site.ru/развлечения_ex-75|Развлечения|Развлечения|Купил абонемент в боулинг-клуб
2416|site.ru/развлечения_ex-76|Развлечения|Развлечения|Оплатил игровой сертификат Steam
2417|site.ru/развлечения_ex-77|Развлечения|Развлечения|Взял билет на автогонки
2418|site.ru/развлечения_ex-78|Развлечения|Развлечения|Купил подписку на онлайн-игру
2419|site.ru/развлечения_ex-79|Развлечения|Развлечения|Сходили в антикафе провели вечер
2420|site.ru/развлечения_ex-80|Развлечения|Развлечения|Взяли аренду антикафе на день рождения
2421|site.ru/развлечения_ex-81|Развлечения|Развлечения|Купил лото и настолки для вечера
2422|site.ru/развлечения_ex-82|Развлечения|Развлечения|Оплатил прокат мотоцикла
2423|site.ru/развлечения_ex-83|Развлечения|Развлечения|Взял экскурсию на корабле по реке
2424|site.ru/развлечения_ex-84|Развлечения|Развлечения|Купил входной в парк развлечений
2425|site.ru/развлечения_ex-85|Развлечения|Развлечения|Сходили в вечернее кино под звёздами
2426|site.ru/развлечения_ex-86|Развлечения|Развлечения|Взяли аренду кинозала для компании
2427|site.ru/развлечения_ex-87|Развлечения|Развлечения|Купил билеты на импровизационное шоу
2428|site.ru/развлечения_ex-88|Развлечения|Развлечения|Оплатил катание на лошадях в парке
2429|site.ru/развлечения_ex-89|Развлечения|Развлечения|Взяли мастер-класс по приготовлению суши
2430|site.ru/развлечения_ex-90|Развлечения|Развлечения|Купил абонемент в антикафе
2431|site.ru/развлечения_ex-91|Развлечения|Развлечения|Сходили на VR-арена дополненной реальности
2432|site.ru/развлечения_ex-92|Развлечения|Развлечения|Взяли аренду хаммам с компанией
2433|site.ru/развлечения_ex-93|Развлечения|Развлечения|Купил сертификат прыжка с тарзанки
2434|site.ru/развлечения_ex-94|Развлечения|Развлечения|Оплатил дайвинг с инструктором
2435|site.ru/развлечения_ex-95|Развлечения|Развлечения|Взял прокат снаряжения для снорклинга
2436|site.ru/развлечения_ex-96|Развлечения|Развлечения|Купил однодневный тур на природу
2437|site.ru/развлечения_ex-97|Развлечения|Развлечения|Оплатил поход с экскурсоводом в горы
2438|site.ru/развлечения_ex-98|Развлечения|Развлечения|Взяли джип-тур по горам
2439|site.ru/развлечения_ex-99|Развлечения|Развлечения|Купил абонемент в фотостудию
2440|site.ru/развлечения_ex-100|Развлечения|Развлечения|Сходили на открытую сцену стендапа
2441|site.ru/развлечения_ex-101|Развлечения|Развлечения|Взяли билеты на дуэт скрипки и фортепиано
2442|site.ru/здоровье_ex-1|Здоровье|Здоровье|Купил натуральные витамины в аптеке
2443|site.ru/здоровье_ex-2|Здоровье|Здоровье|Зашёл за лекарством от давления
2444|site.ru/здоровье_ex-3|Здоровье|Здоровье|Взял средство от бессонницы
2445|site.ru/здоровье_ex-4|Здоровье|Здоровье|Купил успокоительные для нервной системы
2446|site.ru/здоровье_ex-5|Здоровье|Здоровье|Зашёл за кремом от варикоза
2447|site.ru/здоровье_ex-6|Здоровье|Здоровье|Купил глазные капли для снятия усталости
2448|site.ru/здоровье_ex-7|Здоровье|Здоровье|Взял спрей от солнечного ожога
2449|site.ru/здоровье_ex-8|Здоровье|Здоровье|Купил хондропротектор для суставов
2450|site.ru/здоровье_ex-9|Здоровье|Здоровье|Зашёл за урологическим препаратом
2451|site.ru/здоровье_ex-10|Здоровье|Здоровье|Купил детские витамины для ребёнка
2452|site.ru/здоровье_ex-11|Здоровье|Здоровье|Взял магний B6 для нервной системы
2453|site.ru/здоровье_ex-12|Здоровье|Здоровье|Купил пробиотики Линекс
2454|site.ru/здоровье_ex-13|Здоровье|Здоровье|Зашёл за кальцием и витамином D
2455|site.ru/здоровье_ex-14|Здоровье|Здоровье|Купил маску для лица с аптечными компонентами
2456|site.ru/здоровье_ex-15|Здоровье|Здоровье|Взял гель для суставов в аптеке
2457|site.ru/здоровье_ex-16|Здоровье|Здоровье|Купил средство от кашля взрослое
2458|site.ru/здоровье_ex-17|Здоровье|Здоровье|Зашёл за сорбентами после отравления
2459|site.ru/здоровье_ex-18|Здоровье|Здоровье|Купил ферменты для пищеварения
2460|site.ru/здоровье_ex-19|Здоровье|Здоровье|Взял капли от давления
2461|site.ru/здоровье_ex-20|Здоровье|Здоровье|Купил крем-бальзам с пчелиным ядом
2462|site.ru/здоровье_ex-21|Здоровье|Здоровье|Зашёл к врачу-терапевту частная клиника
2463|site.ru/здоровье_ex-22|Здоровье|Здоровье|Сдал расширенный анализ крови
2464|site.ru/здоровье_ex-23|Здоровье|Здоровье|Прошёл обследование у гастроэнтеролога
2465|site.ru/здоровье_ex-24|Здоровье|Здоровье|Записался к урологу на консультацию
2466|site.ru/здоровье_ex-25|Здоровье|Здоровье|Сдал биохимию крови в лаборатории
2467|site.ru/здоровье_ex-26|Здоровье|Здоровье|Прошёл медкомиссию для работы
2468|site.ru/здоровье_ex-27|Здоровье|Здоровье|Записался на приём к аллергологу
2469|site.ru/здоровье_ex-28|Здоровье|Здоровье|Сдал ПЦР-тест в частной лаборатории
2470|site.ru/здоровье_ex-29|Здоровье|Здоровье|Прошёл УЗИ щитовидной железы
2471|site.ru/здоровье_ex-30|Здоровье|Здоровье|Записался к диетологу онлайн
2472|site.ru/здоровье_ex-31|Здоровье|Здоровье|Прошёл обследование у окулиста
2473|site.ru/здоровье_ex-32|Здоровье|Здоровье|Сдал тесты на пищевые аллергии
2474|site.ru/здоровье_ex-33|Здоровье|Здоровье|Записался на профессиональную чистку зубов
2475|site.ru/здоровье_ex-34|Здоровье|Здоровье|Прошёл консультацию психолога
2476|site.ru/здоровье_ex-35|Здоровье|Здоровье|Сдал анализы на гормоны щитовидки
2477|site.ru/здоровье_ex-36|Здоровье|Здоровье|Записался на остеопата
2478|site.ru/здоровье_ex-37|Здоровье|Здоровье|Прошёл рентген грудной клетки
2479|site.ru/здоровье_ex-38|Здоровье|Здоровье|Сдал кровь на витамин D
2480|site.ru/здоровье_ex-39|Здоровье|Здоровье|Записался на МРТ позвоночника
2481|site.ru/здоровье_ex-40|Здоровье|Здоровье|Прошёл осмотр у ортопеда
2482|site.ru/здоровье_ex-41|Здоровье|Здоровье|Купил абонемент в фитнес-клуб на квартал
2483|site.ru/здоровье_ex-42|Здоровье|Здоровье|Оплатил занятия по стрейчингу
2484|site.ru/здоровье_ex-43|Здоровье|Здоровье|Взял разовое посещение тренажёрного зала
2485|site.ru/здоровье_ex-44|Здоровье|Здоровье|Купил курс занятий с личным тренером
2486|site.ru/здоровье_ex-45|Здоровье|Здоровье|Оплатил занятия по аква-аэробике
2487|site.ru/здоровье_ex-46|Здоровье|Здоровье|Взял месяц в бассейне с тренером
2488|site.ru/здоровье_ex-47|Здоровье|Здоровье|Купил абонемент в йога-студию
2489|site.ru/здоровье_ex-48|Здоровье|Здоровье|Оплатил кросс-тренинг на месяц
2490|site.ru/здоровье_ex-49|Здоровье|Здоровье|Взял занятия по тайскому боксу
2491|site.ru/здоровье_ex-50|Здоровье|Здоровье|Купил персональную тренировку в зале
2492|site.ru/здоровье_ex-51|Здоровье|Здоровье|Оплатил занятия по танцам для здоровья спины
2493|site.ru/здоровье_ex-52|Здоровье|Здоровье|Взял разовый визит в фитнес
2494|site.ru/здоровье_ex-53|Здоровье|Здоровье|Купил карту в спортивный клуб
2495|site.ru/здоровье_ex-54|Здоровье|Здоровье|Оплатил групповую фитнес тренировку
2496|site.ru/здоровье_ex-55|Здоровье|Здоровье|Взял плавание в бассейне утреннее
2497|site.ru/здоровье_ex-56|Здоровье|Здоровье|Купил занятия по бегу с тренером
2498|site.ru/здоровье_ex-57|Здоровье|Здоровье|Оплатил абонемент в зал скалолазания
2499|site.ru/здоровье_ex-58|Здоровье|Здоровье|Взял записи на степ-аэробику
2500|site.ru/здоровье_ex-59|Здоровье|Здоровье|Купил курс медитации для начинающих
2501|site.ru/здоровье_ex-60|Здоровье|Здоровье|Оплатил массаж головы и шеи
2502|site.ru/здоровье_ex-61|Здоровье|Здоровье|Взял сеанс тайского массажа
2503|site.ru/здоровье_ex-62|Здоровье|Здоровье|Купил процедуру обёртывания в спа
2504|site.ru/здоровье_ex-63|Здоровье|Здоровье|Оплатил грязевые ванны
2505|site.ru/здоровье_ex-64|Здоровье|Здоровье|Взял баня с массажем для расслабления
2506|site.ru/здоровье_ex-65|Здоровье|Здоровье|Купил час флоатинга
2507|site.ru/здоровье_ex-66|Здоровье|Здоровье|Оплатил процедуру рефлексологии
2508|site.ru/здоровье_ex-67|Здоровье|Здоровье|Взял сеанс акупунктуры
2509|site.ru/здоровье_ex-68|Здоровье|Здоровье|Купил сеанс лимфодренажного массажа
2510|site.ru/здоровье_ex-69|Здоровье|Здоровье|Оплатил горячие камни в спа
2511|site.ru/здоровье_ex-70|Здоровье|Здоровье|Взял купил ортопедические стельки
2512|site.ru/здоровье_ex-71|Здоровье|Здоровье|Купил корсет для спины
2513|site.ru/здоровье_ex-72|Здоровье|Здоровье|Взял медицинский пояс на спину
2514|site.ru/здоровье_ex-73|Здоровье|Здоровье|Купил аппарат для ультразвуковой терапии
2515|site.ru/здоровье_ex-74|Здоровье|Здоровье|Взял очки для плавания
2516|site.ru/здоровье_ex-75|Здоровье|Здоровье|Купил медицинские перчатки и маски
2517|site.ru/здоровье_ex-76|Здоровье|Здоровье|Взял медицинский столик для обработки ран
2518|site.ru/здоровье_ex-77|Здоровье|Здоровье|Купил аптечку в дорогу
2519|site.ru/здоровье_ex-78|Здоровье|Здоровье|Взял пульсоксиметр
2520|site.ru/здоровье_ex-79|Здоровье|Здоровье|Купил весы медицинские для контроля веса
2521|site.ru/здоровье_ex-80|Здоровье|Здоровье|Взял прибор для массажа спины
2522|site.ru/здоровье_ex-81|Здоровье|Здоровье|Купил крио-пакет для травм
2523|site.ru/здоровье_ex-82|Здоровье|Здоровье|Взял повязки эластичные
2524|site.ru/здоровье_ex-83|Здоровье|Здоровье|Купил нашатырь и нитроглицерин в аптечку
2525|site.ru/здоровье_ex-84|Здоровье|Здоровье|Взял лекарство при проблемах со зрением
2526|site.ru/здоровье_ex-85|Здоровье|Здоровье|Купил специальную еду для диабетиков
2527|site.ru/здоровье_ex-86|Здоровье|Здоровье|Взял анализ ДНК для здоровья
2528|site.ru/здоровье_ex-87|Здоровье|Здоровье|Купил медицинскую страховку туристическую
2529|site.ru/здоровье_ex-88|Здоровье|Здоровье|Взял полис ДМС для семьи
2530|site.ru/здоровье_ex-89|Здоровье|Здоровье|Купил таблетки от морской болезни
2531|site.ru/здоровье_ex-90|Здоровье|Здоровье|Взял аромамасла от стресса в аптеке
2532|site.ru/здоровье_ex-91|Здоровье|Здоровье|Купил суппозитории ректальные в аптеке
2533|site.ru/здоровье_ex-92|Здоровье|Здоровье|Взял набор первой помощи в дорогу
2534|site.ru/здоровье_ex-93|Здоровье|Здоровье|Купил витамины для памяти и мозга
2535|site.ru/здоровье_ex-94|Здоровье|Здоровье|Взял добавку для роста волос
2536|site.ru/здоровье_ex-95|Здоровье|Здоровье|Купил кремы для ухода при дерматите
2537|site.ru/здоровье_ex-96|Здоровье|Здоровье|Взял мочегонное по рецепту
